O0013000297HDM_OFTP2S_DEA,O0013000297HDM,O0013000297HDM_OFTP2S_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway OFTP,./cert/Axway_Linux.cer,,SUCCESS,
WrigleyAS2_AS2_RP_CLT_RCV_DEA,WrigleyAS2,WrigleyAS2_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
O0013000031SEE30532CL01_OFTP2S_DEA,O0013000031SEE30532CL01,O0013000031SEE30532CL01_OFTP2S_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway OFTP,./cert/Axway_Linux.cer,TCP:oftp-gw01.cloudconnector.de:6619,SUCCESS,
OEDSMS_OFTP2S_DEA,OEDSMS,OEDSMS_OFTP2S_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway OFTP,./cert/Axway_Linux.cer,TCP:bes5.svcs.entsvcs.com:6619,SUCCESS,
AS2B2BiPOC_AS2S_RP_SRV_SND_DEA,AS2B2BiPOC,AS2B2BiPOC_AS2S_RP_SRV_SND_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 server,./cert/Axway_Linux.cer,TCP:b2bipocxsr1:7383,/exchange/AS2SUCCESS,
schenker_cz_SFTP_RP_SRV_PRVRCV_DEA,,schenker_cz_SFTP_RP_SRV_PRVRCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway SFTP client,./cert/Axway_Linux.cer,,/SFTP_SRV_PRVRCV_INT_VFD/schenker_czNoScope,
LEDVANCE-TEST_AS2S_RP_SRV_SND_DEA,LEDVANCE-TEST,LEDVANCE-TEST_AS2S_RP_SRV_SND_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 server,./cert/Axway_Linux.cer,TCP:edi-test.ledvance.com:25443,/AS2SUCCESS,
FITAS2T_AS2_RP_CLT_RCV_DEA,FITAS2T,FITAS2T_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
Nistevoas2test_AS2_RP_CLT_RCV_DEA,Nistevoas2test,Nistevoas2test_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
STMAS2QAAPJ_AS2_RP_CLT_RCV_DEA,STMAS2QAAPJ,STMAS2QAAPJ_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
0000001001907_AS2_RP_CLT_RCV_DEA,1001907,0000001001907_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
Storkcraftas2_AS2_RP_SRV_SND_DEA,Storkcraftas2,Storkcraftas2_AS2_RP_SRV_SND_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 server,./cert/Axway_Linux.cer,TCP:207.194.65.212:5080,SUCCESS,
EAI_AS2_TEST_AS2_RP_CLT_RCV_DEA,EAI_AS2_TEST,EAI_AS2_TEST_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
SYNCREONAS2T_AS2S_RP_CLT_RCV_DEA,SYNCREONAS2T,SYNCREONAS2T_AS2S_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
posten_se_FTP_RP_SRV_PRV_DEA,,posten_se_FTP_RP_SRV_PRV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway FTP client,./cert/Axway_Linux.cer,,/FTP_SRV_PRV_EXT_VFD/posten.seNoScope,
O0013000018PORSCHE-SPI_OFTP2S_DEA,O0013000018PORSCHE-SPI,O0013000018PORSCHE-SPI_OFTP2S_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway OFTP,./cert/Axway_Linux.cer,TCP:84.21.34.130:6000,SUCCESS,
CELORGS03_AS2S_RP_CLT_RCV_DEA,CELORGS03,CELORGS03_AS2S_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
TESTAARONRENTS_AS2_RP_CLT_RCV_DEA,TESTAARONRENTS,TESTAARONRENTS_AS2_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
HIRSCHMANN_AS2_T_AS2S_RP_CLT_RCV_DEA,HIRSCHMANN_AS2_T,HIRSCHMANN_AS2_T_AS2S_RP_CLT_RCV_DEA,test@axway.com,8588008860,GENERAL_RP,Gateway AS2 client,./cert/Axway_Linux.cer,,SUCCESS,
